Employee_ID,Department,Gender,Age,Hire_Date,Performance_Score,Absences_per_Month,Salary_USD,Tenure_Years,,,,,,
E-4612,Finance,Female,51,26/09/2018,1.63,3,11423.43,7.1,,,,,,
E-4613,IT,Female,43,11/06/2024,4.11,3,14313.88,1.4,,,,,,
E-4614,HR,Female,50,15/08/2025,2.71,7,8766.56,0.2,,,,,,
E-4615,HR,Male,34,08/04/2020,1.96,4,3480.57,5.6,,,,,,
E-4616,Sales,Male,24,13/06/2018,4.38,10,6084.89,7.4,,,,,,
E-4617,Marketing,Female,54,11/03/2025,3.31,3,14276.21,0.6,,,,,,
E-4618,Operations,Male,59,27/09/2025,2.85,3,7124.93,0.1,,,,,,
E-4619,HR,Female,43,01/12/2012,2.28,5,3216.89,12.9,,,,,,
E-4620,Marketing,Female,30,21/08/2023,1.51,12,12883.38,2.2,,,,,,
E-4621,Finance,Male,60,31/08/2023,2.75,11,8938.58,2.2,,,,,,
E-4622,Finance,Male,23,10/03/2023,1.94,5,11503.53,2.6,,,,,,
E-4623,HR,Female,47,25/01/2021,3.89,6,5063.48,4.8,,,,,,
E-4624,HR,Female,41,23/05/2010,2.1,12,10505.96,15.5,,,,,,
E-4625,IT,Female,33,09/02/2012,2.93,3,10819.17,13.7,,,,,,
E-4626,HR,Female,30,20/12/2015,2.49,15,7004.67,9.9,,,,,,
E-4627,IT,Male,51,04/07/2010,2.97,10,5184.04,15.3,,,,,,
E-4628,Marketing,Male,37,22/08/2019,4.28,9,13685.78,6.2,,,,,,
E-4629,HR,Female,25,03/06/2022,2.97,7,12316.44,3.4,,,,,,
E-4630,Operations,Male,45,02/01/2010,4.52,2,5698.08,15.8,,,,,,
E-4631,Finance,Male,49,17/09/2018,4.17,9,8686.17,7.1,,,,,,
E-4632,Operations,Female,49,13/11/2018,4.64,8,3600.32,7,,,,,,
E-4633,Marketing,Male,28,14/03/2016,1.97,3,9056.9,9.6,,,,,,
E-4634,Finance,Male,33,27/12/2016,4.21,0,12444.87,8.9,,,,,,
E-4635,Operations,Male,55,22/06/2017,2.66,11,11582.37,8.4,,,,,,
E-4636,Operations,Female,30,20/09/2014,2.67,14,6151.89,11.1,,,,,,
E-4637,Operations,Male,25,02/07/2020,3.7,4,9512.7,5.3,,,,,,
E-4638,Marketing,Female,41,17/12/2010,2.05,12,10162.95,14.9,,,,,,
E-4639,Marketing,Female,53,11/02/2021,2.21,8,10832.55,4.7,,,,,,
E-4640,IT,Male,53,16/07/2024,3.26,4,12340.17,1.3,,,,,,
E-4641,Marketing,Male,27,26/10/2022,2.68,1,4046.55,3,,,,,,
E-4642,Marketing,Female,40,06/11/2012,3.69,15,6074.08,13,,,,,,
E-4643,Marketing,Male,45,26/12/2020,2.75,6,14772,4.9,,,,,,
E-4644,Finance,Female,28,10/01/2020,4.09,10,12116.69,5.8,,,,,,
E-4645,Operations,Male,25,08/08/2016,3.6,11,4042.64,9.2,,,,,,
E-4646,Sales,Female,24,17/12/2024,2.54,5,8928.03,0.9,,,,,,
E-4647,Sales,Female,41,22/10/2024,1.88,13,6578.62,1,,,,,,
E-4648,Operations,Male,22,11/09/2013,3.97,1,4114.21,12.1,,,,,,
E-4649,Marketing,Female,38,27/02/2022,2.62,3,14582.65,3.7,,,,,,
E-4650,Marketing,Female,52,12/10/2020,3.2,12,13239.84,5.1,,,,,,
E-4651,HR,Female,24,29/03/2010,2.44,1,9332.73,15.6,,,,,,
E-4652,Finance,Female,25,16/02/2021,4.09,9,13771,4.7,,,,,,
E-4653,Finance,Female,30,08/06/2024,4.5,13,12551.86,1.4,,,,,,
E-4654,Sales,Female,41,22/02/2022,1.86,8,7408.54,3.7,,,,,,
E-4655,HR,Female,41,16/11/2011,4.83,3,14603.33,14,,,,,,
E-4656,IT,Male,39,24/02/2019,4,15,12295.17,6.7,,,,,,
E-4657,Operations,Male,58,25/02/2011,4.55,2,10604.35,14.7,,,,,,
E-4658,Operations,Male,48,21/01/2012,3.36,10,13665.49,13.8,,,,,,
E-4659,Sales,Male,48,28/06/2015,3.54,2,9026.82,10.4,,,,,,
E-4660,Marketing,Female,46,21/08/2023,3.55,10,5393.08,2.2,,,,,,
E-4661,Marketing,Male,53,27/12/2020,4.67,5,5162.69,4.8,,,,,,
E-4662,IT,Female,26,13/09/2022,4.54,12,14656.92,3.1,,,,,,
E-4663,Operations,Female,54,01/08/2014,2.9,8,6049.97,11.3,,,,,,
E-4664,Marketing,Female,59,30/09/2021,1.98,11,14299.76,4.1,,,,,,
E-4665,Sales,Male,26,07/11/2015,3.99,2,9969.63,10,,,,,,
E-4666,IT,Female,35,04/09/2018,3.71,8,8694.31,7.2,,,,,,
E-4667,Sales,Male,30,07/02/2010,4.9,14,14580.6,15.7,,,,,,
E-4668,Operations,Female,38,10/04/2025,4.07,7,12067.83,0.6,,,,,,
E-4669,IT,Male,58,23/08/2020,2.23,10,14519.66,5.2,,,,,,
E-4670,IT,Female,38,31/01/2019,4.43,9,3556.01,6.8,,,,,,
E-4671,Marketing,Female,60,06/03/2023,3.84,10,8727.91,2.7,,,,,,
E-4672,Operations,Male,38,14/01/2021,1.96,3,3081.03,4.8,,,,,,
E-4673,Operations,Female,57,18/11/2011,4.94,11,3523.77,14,,,,,,
E-4674,Marketing,Male,51,10/12/2020,3.19,2,7814.62,4.9,,,,,,
E-4675,Marketing,Male,40,03/12/2012,4.89,9,3467.3,12.9,,,,,,
E-4676,Finance,Male,45,10/04/2010,3.63,13,5727.34,15.6,,,,,,
E-4677,Operations,Male,60,07/08/2025,3.57,5,4446.74,0.2,,,,,,
E-4678,Operations,Female,31,19/09/2011,1.95,2,14423.87,14.1,,,,,,
E-4679,Finance,Female,38,18/12/2014,1.54,5,3108.33,10.9,,,,,,
E-4680,Operations,Male,28,24/04/2017,2.13,2,9777.16,8.5,,,,,,
E-4681,Operations,Female,23,29/06/2017,2.05,0,10867.69,8.3,,,,,,
E-4682,Operations,Female,31,25/01/2018,2.08,15,11919,7.8,,,,,,
E-4683,HR,Male,57,14/07/2015,1.81,0,8906.93,10.3,,,,,,
E-4684,IT,Male,29,23/08/2014,3.95,9,5291.39,11.2,,,,,,
E-4685,Operations,Female,50,30/01/2020,4.33,4,7354.27,5.8,,,,,,
E-4686,Marketing,Male,26,19/05/2017,3.66,1,10481.73,8.5,,,,,,
E-4687,Marketing,Male,40,14/01/2011,1.88,13,4760.73,14.8,,,,,,
E-4688,IT,Male,55,11/07/2019,2.78,7,14649.36,6.3,,,,,,
E-4689,Operations,Female,40,11/01/2010,4.7,9,5636.39,15.8,,,,,,
E-4690,HR,Female,58,29/01/2025,3.29,0,10216.95,0.8,,,,,,
E-4691,Finance,Female,60,15/07/2020,2.8,7,13817.85,5.3,,,,,,
E-4692,IT,Male,24,06/05/2012,3.62,13,12603.18,13.5,,,,,,
E-4693,Operations,Female,38,03/11/2010,3,10,8541.41,15,,,,,,
E-4694,IT,Female,50,28/03/2010,3.3,9,4029.55,15.6,,,,,,
E-4695,Sales,Female,51,19/09/2018,4.11,3,10510.2,7.1,,,,,,
E-4696,Finance,Male,48,29/09/2024,4.35,3,3537.76,1.1,,,,,,
E-4697,Finance,Female,30,01/10/2014,2.42,8,12929.81,11.1,,,,,,
E-4698,Finance,Male,37,17/02/2017,3.6,11,8434.84,8.7,,,,,,
E-4699,Sales,Female,42,27/09/2010,1.88,0,3256.37,15.1,,,,,,
E-4700,Sales,Male,38,19/07/2021,3.23,14,12997,4.3,,,,,,
E-4701,Marketing,Male,31,25/08/2018,3.52,9,13063.07,7.2,,,,,,
E-4702,Finance,Female,34,06/01/2012,3.21,5,3507.77,13.8,,,,,,
E-4703,Finance,Male,50,02/11/2011,3.21,14,6115.92,14,,,,,,
E-4704,IT,Male,38,10/07/2011,1.89,14,14140.89,14.3,,,,,,
E-4705,Marketing,Male,32,06/04/2014,3.34,0,10564.55,11.6,,,,,,
E-4706,IT,Female,36,06/08/2017,3.54,4,14734.74,8.2,,,,,,
E-4707,Marketing,Male,45,06/03/2020,3.36,11,6478,5.7,,,,,,
E-4708,IT,Male,31,13/05/2010,1.61,5,3126.01,15.5,,,,,,
E-4709,Operations,Male,47,25/04/2013,3.13,8,5314.26,12.5,,,,,,
E-4710,Marketing,Male,46,01/06/2023,4.24,13,5850.81,2.4,,,,,,
E-4711,Operations,Female,54,12/05/2021,3.26,4,3200.45,4.5,,,,,,
E-4712,Sales,Female,52,06/06/2011,2.96,4,3790.07,14.4,,,,,,
E-4713,Marketing,Female,25,23/07/2021,4.47,4,13451.43,4.3,,,,,,
E-4714,Sales,Female,47,11/07/2024,3.05,6,3819.43,1.3,,,,,,
E-4715,Finance,Female,25,26/03/2016,4.75,4,3908.14,9.6,,,,,,
E-4716,Operations,Male,42,06/06/2011,4.73,13,4158.49,14.4,,,,,,
E-4717,Operations,Male,34,13/12/2015,4.2,12,8466.76,9.9,,,,,,
E-4718,Marketing,Male,31,14/06/2022,3.25,11,10490.65,3.4,,,,,,
E-4719,IT,Female,33,20/12/2016,2.94,13,13280.09,8.9,,,,,,
E-4720,Operations,Female,26,12/01/2015,3.78,1,3662.64,10.8,,,,,,
E-4721,Sales,Male,43,08/01/2018,2.37,12,3628.77,7.8,,,,,,
E-4722,IT,Male,37,27/07/2016,2.59,5,4422.34,9.3,,,,,,
E-4723,Operations,Female,43,22/01/2012,3.65,12,8234.02,13.8,,,,,,
E-4724,Finance,Male,53,03/08/2021,2.61,13,3959.44,4.2,,,,,,
E-4725,HR,Female,47,14/07/2010,4.13,3,3897.53,15.3,,,,,,
E-4726,Marketing,Female,35,02/12/2019,3.99,1,8174.38,5.9,,,,,,
E-4727,Operations,Male,24,16/03/2018,1.98,1,6918.07,7.6,,,,,,
E-4728,Sales,Female,38,25/11/2016,3.35,9,14187.05,8.9,,,,,,
E-4729,Operations,Male,52,09/09/2012,4.54,15,14091.31,13.2,,,,,,
E-4730,Operations,Male,49,04/12/2017,2.76,15,7481.54,7.9,,,,,,
E-4731,Finance,Female,31,25/03/2015,1.88,10,7948.76,10.6,,,,,,
E-4732,Sales,Male,30,21/08/2025,2.72,6,9589.28,0.2,,,,,,
E-4733,Finance,Male,53,30/07/2019,2.08,11,13219.15,6.3,,,,,,
E-4734,Finance,Female,31,28/11/2024,4.51,14,11349.42,0.9,,,,,,
E-4735,HR,Male,27,04/06/2018,4.65,11,3107.61,7.4,,,,,,
E-4736,Marketing,Female,48,27/10/2012,4.3,2,6401.06,13,,,,,,
E-4737,Sales,Female,35,03/02/2014,1.66,2,8453.71,11.8,,,,,,
E-4738,HR,Male,51,12/07/2024,2.47,6,6094.25,1.3,,,,,,
E-4739,HR,Male,41,07/10/2011,1.54,0,8980.55,14.1,,,,,,
E-4740,Operations,Female,58,04/03/2012,4.78,8,7563.9,13.7,,,,,,
E-4741,Operations,Male,53,12/10/2014,2.37,6,3993.9,11.1,,,,,,
E-4742,HR,Male,38,04/05/2023,2.48,1,3398.35,2.5,,,,,,
E-4743,Sales,Female,60,05/02/2019,2.39,13,6229.96,6.7,,,,,,
E-4744,IT,Male,37,12/06/2011,4.99,8,13364.18,14.4,,,,,,
E-4745,Operations,Male,35,26/10/2018,4.68,6,6238.39,7,,,,,,
E-4746,HR,Female,60,10/12/2011,4.06,4,12696.66,13.9,,,,,,
E-4747,HR,Male,55,20/10/2021,2.43,15,11707.18,4,,,,,,
E-4748,Sales,Male,35,02/09/2015,1.86,10,5049.49,10.2,,,,,,
E-4749,Finance,Male,58,28/01/2014,2.23,1,5849.46,11.8,,,,,,
E-4750,Sales,Female,47,04/02/2024,2.17,7,4684.63,1.7,,,,,,
E-4751,HR,Female,40,09/10/2024,2.01,15,5774.69,1.1,,,,,,
E-4752,Finance,Male,31,26/05/2013,2.28,0,13116.98,12.4,,,,,,
E-4753,Marketing,Male,22,22/12/2024,4.14,7,3019.83,0.9,,,,,,
E-4754,Operations,Male,31,24/10/2018,3.53,12,5366.53,7,,,,,,
E-4755,Finance,Female,38,18/01/2011,2.72,4,3918.72,14.8,,,,,,
E-4756,Marketing,Female,36,11/06/2024,2.04,1,12321.54,1.4,,,,,,
E-4757,HR,Male,27,09/05/2013,4.61,2,13084.92,12.5,,,,,,
E-4758,Finance,Male,49,07/04/2010,1.97,9,14707.81,15.6,,,,,,
E-4759,Operations,Male,29,25/05/2011,3.7,1,8943.69,14.4,,,,,,
E-4760,IT,Male,54,08/03/2014,3.13,3,10421.54,11.7,,,,,,
E-4761,Sales,Female,26,27/02/2016,2.3,9,6691.29,9.7,,,,,,
E-4762,Finance,Male,47,01/03/2022,4.35,8,7614.19,3.7,,,,,,
E-4763,Finance,Male,26,25/01/2013,2.31,7,12223.02,12.8,,,,,,
E-4764,Operations,Male,30,06/06/2010,2.58,6,7559.52,15.4,,,,,,
E-4765,IT,Male,30,10/06/2018,3.47,12,5504.85,7.4,,,,,,
E-4766,Sales,Male,28,15/02/2010,2.35,3,3711.85,15.7,,,,,,
E-4767,Operations,Male,38,09/04/2015,1.67,6,14135.95,10.6,,,,,,
E-4768,Operations,Male,22,27/08/2025,2.85,10,8009.73,0.2,,,,,,
E-4769,Operations,Female,55,22/06/2024,4.57,5,12487.98,1.4,,,,,,
E-4770,Operations,Female,44,29/04/2023,2.31,7,10548.21,2.5,,,,,,
E-4771,IT,Male,34,24/10/2016,3.6,0,6166.74,9,,,,,,
E-4772,Finance,Female,47,15/10/2024,4.57,7,7078.39,1,,,,,,
E-4773,IT,Male,25,03/03/2015,1.8,12,3671.96,10.7,,,,,,
E-4774,HR,Female,57,03/01/2018,1.67,4,12919.21,7.8,,,,,,
E-4775,HR,Female,31,25/01/2011,3.8,2,5267.86,14.8,,,,,,
E-4776,IT,Male,25,07/05/2014,3.05,11,14857.65,11.5,,,,,,
E-4777,HR,Male,56,05/12/2016,2.99,5,14414.83,8.9,,,,,,
E-4778,Operations,Male,32,23/11/2013,1.9,12,14348.47,11.9,,,,,,
E-4779,HR,Female,24,22/03/2013,3.86,4,14616.24,12.6,,,,,,
E-4780,Marketing,Male,49,16/08/2012,3.35,4,13586.77,13.2,,,,,,
E-4781,HR,Male,58,03/05/2013,1.67,12,10634.42,12.5,,,,,,
E-4782,Operations,Male,36,24/04/2019,2.52,12,10431.07,6.5,,,,,,
E-4783,Operations,Female,58,19/02/2015,4.1,7,3855.34,10.7,,,,,,
E-4784,Sales,Female,54,10/07/2022,3.57,10,9891.46,3.3,,,,,,
E-4785,HR,Female,28,26/09/2021,2.07,7,12584.82,4.1,,,,,,
E-4786,Marketing,Female,28,30/12/2017,4.01,13,10917.62,7.8,,,,,,
E-4787,Marketing,Female,39,26/07/2016,3.42,4,12409.71,9.3,,,,,,
E-4788,Finance,Male,22,17/08/2012,2.84,11,13251.15,13.2,,,,,,
E-4789,Finance,Female,43,24/11/2016,2.7,1,12342.9,8.9,,,,,,
E-4790,IT,Male,45,18/03/2018,2.9,15,10692.84,7.6,,,,,,
E-4791,Marketing,Male,38,27/11/2015,2.85,14,13964.47,9.9,,,,,,
E-4792,IT,Male,37,05/08/2012,2.35,12,5241.06,13.2,,,,,,
E-4793,Marketing,Female,59,04/06/2015,3.61,15,3906.29,10.4,,,,,,
E-4794,Finance,Male,58,15/06/2016,4,3,11757.32,9.4,,,,,,
E-4795,IT,Female,40,27/03/2023,1.58,4,11878.05,2.6,,,,,,
E-4796,Operations,Female,33,17/01/2010,4.12,4,3620.22,15.8,,,,,,
E-4797,Finance,Female,40,28/05/2017,2.6,10,8245.27,8.4,,,,,,
E-4798,Sales,Female,48,28/03/2021,2.43,3,3298.73,4.6,,,,,,
E-4799,Finance,Female,53,19/12/2013,1.55,15,13167.13,11.9,,,,,,
E-4800,HR,Female,52,11/08/2010,4.8,0,8591.53,15.2,,,,,,
E-4801,Marketing,Female,38,25/07/2022,4.02,9,12002.62,3.3,,,,,,
E-4802,HR,Male,43,25/04/2025,3.18,12,13991.55,0.5,,,,,,
E-4803,HR,Female,39,09/01/2017,4.2,3,6889.48,8.8,,,,,,
E-4804,Marketing,Female,40,10/12/2021,3.37,8,10077.45,3.9,,,,,,
E-4805,Sales,Male,39,23/12/2010,4.7,10,7703.7,14.9,,,,,,
E-4806,IT,Male,54,29/12/2020,3.18,2,7082.33,4.8,,,,,,
E-4807,HR,Male,32,03/01/2011,3.38,0,13435.63,14.8,,,,,,
E-4808,Operations,Male,53,12/06/2020,2.76,13,8615.18,5.4,,,,,,
E-4809,Sales,Male,34,07/11/2017,2.4,15,8039.36,8,,,,,,
E-4810,HR,Female,58,13/10/2010,4.02,3,6387.95,15.1,,,,,,
E-4811,HR,Male,40,02/05/2015,4.25,12,11054.24,10.5,,,,,,
E-4812,Sales,Female,35,02/04/2017,3.08,4,5761.3,8.6,,,,,,
E-4813,IT,Female,27,27/02/2023,3.25,10,8993.94,2.7,,,,,,
E-4814,Finance,Male,31,24/03/2018,2.68,7,14891.48,7.6,,,,,,
E-4815,Operations,Male,48,29/09/2018,1.95,2,9248.22,7.1,,,,,,
E-4816,IT,Female,57,15/04/2021,2.03,0,12251.24,4.6,,,,,,
E-4817,Operations,Female,32,21/08/2011,2.69,2,6864.28,14.2,,,,,,
E-4818,IT,Female,45,09/02/2015,4.33,13,8647.36,10.7,,,,,,
E-4819,Sales,Female,33,30/05/2025,2.27,4,13590.93,0.4,,,,,,
E-4820,Operations,Female,54,07/08/2021,3.61,1,5964.08,4.2,,,,,,
E-4821,IT,Female,50,07/06/2020,4.23,2,10198.86,5.4,,,,,,
E-4822,IT,Male,25,02/12/2016,2.86,7,10339.46,8.9,,,,,,
E-4823,IT,Male,34,24/03/2022,1.52,10,8655,3.6,,,,,,
E-4824,IT,Female,59,18/08/2023,3.51,6,6187.66,2.2,,,,,,
E-4825,Operations,Female,57,29/12/2018,2.01,4,13043.73,6.8,,,,,,
E-4826,Sales,Female,39,13/08/2015,2.55,9,8587.17,10.2,,,,,,
E-4827,HR,Female,24,06/06/2020,4.96,5,11080.09,5.4,,,,,,
E-4828,IT,Male,26,27/11/2015,2.59,14,5527.78,9.9,,,,,,
E-4829,Operations,Male,32,28/06/2014,1.91,2,10312.58,11.4,,,,,,
E-4830,Marketing,Male,36,07/08/2013,3.55,14,6705.67,12.2,,,,,,
E-4831,HR,Male,40,04/01/2019,4.85,7,7631.49,6.8,,,,,,
E-4832,Marketing,Male,56,24/07/2024,2.49,14,7088.09,1.3,,,,,,
E-4833,Marketing,Male,24,27/08/2023,2.68,2,10471.93,2.2,,,,,,
E-4834,IT,Female,52,14/06/2010,1.58,7,11840.49,15.4,,,,,,
E-4835,Operations,Male,30,02/07/2018,1.9,4,13570.98,7.3,,,,,,
E-4836,HR,Male,44,05/11/2018,2.21,9,7999.71,7,,,,,,
E-4837,Sales,Female,53,11/02/2023,2.12,4,7115.84,2.7,,,,,,
E-4838,Operations,Female,53,23/10/2014,4.14,4,10518.96,11,,,,,,
E-4839,Finance,Female,29,02/06/2013,2.22,13,8463.52,12.4,,,,,,
E-4840,Finance,Male,32,18/06/2025,1.87,10,3551.61,0.4,,,,,,
E-4841,Sales,Male,46,06/04/2021,1.68,0,5382.84,4.6,,,,,,
E-4842,HR,Male,29,15/03/2015,3.56,8,12947.29,10.6,,,,,,
E-4843,IT,Female,48,20/01/2025,3.19,15,8505.64,0.8,,,,,,
E-4844,Finance,Male,39,08/05/2016,4.16,8,3394.36,9.5,,,,,,
E-4845,IT,Female,34,03/04/2013,2.66,13,12813.1,12.6,,,,,,
E-4846,Operations,Female,28,01/04/2017,4.8,4,13719.47,8.6,,,,,,
E-4847,Marketing,Male,33,24/12/2024,2.82,10,11210.82,0.9,,,,,,
E-4848,IT,Female,51,25/07/2013,3.58,5,3170.66,12.3,,,,,,
E-4849,Marketing,Female,60,12/06/2025,2.26,10,7534.94,0.4,,,,,,
E-4850,Operations,Female,25,29/06/2012,1.97,8,9190.94,13.4,,,,,,
E-4851,Marketing,Male,44,29/09/2013,2.57,7,11688.32,12.1,,,,,,
E-4852,Sales,Male,42,04/11/2024,3.41,1,11385.65,1,,,,,,
E-4853,HR,Male,42,09/07/2017,3.25,2,14392.72,8.3,,,,,,
E-4854,HR,Male,33,13/09/2022,2.33,2,8595.01,3.1,,,,,,
E-4855,Finance,Male,56,10/04/2016,2.11,11,10480.36,9.6,,,,,,
E-4856,IT,Female,25,01/02/2012,4.37,0,14805.41,13.8,,,,,,
E-4857,Finance,Female,41,28/10/2011,3.21,10,13478.97,14,,,,,,
E-4858,IT,Male,22,18/07/2023,2.72,9,10534.15,2.3,,,,,,
E-4859,Finance,Male,51,02/07/2022,1.63,14,9150.4,3.3,,,,,,
E-4860,Marketing,Male,35,12/11/2013,1.84,2,3412.42,12,,,,,,
E-4861,Operations,Female,30,20/05/2013,4.83,2,12258.35,12.5,,,,,,
E-4862,HR,Male,38,28/05/2012,4.81,8,8657.71,13.4,,,,,,
E-4863,Marketing,Male,46,21/06/2012,3.71,7,6538.73,13.4,,,,,,
E-4864,Marketing,Female,26,30/04/2012,1.89,0,7710.35,13.5,,,,,,
E-4865,Marketing,Male,43,04/08/2018,3.1,8,11629.51,7.2,,,,,,
E-4866,Sales,Male,57,02/10/2020,2.85,4,4867.65,5.1,,,,,,
E-4867,Sales,Female,51,18/07/2013,4.39,2,8175.32,12.3,,,,,,
E-4868,Operations,Female,59,04/10/2019,3.74,6,9414.63,6.1,,,,,,
E-4869,Marketing,Male,42,28/02/2013,2.56,15,6594.66,12.7,,,,,,
E-4870,HR,Male,38,22/02/2020,4.97,1,12972.87,5.7,,,,,,
E-4871,Sales,Female,42,16/05/2017,1.84,6,8468.11,8.5,,,,,,
E-4872,Marketing,Female,32,06/12/2015,4.2,7,3683.39,9.9,,,,,,
E-4873,HR,Female,57,29/07/2025,2.69,6,6350.93,0.3,,,,,,
E-4874,Operations,Female,50,04/01/2019,4.51,6,4749.25,6.8,,,,,,
E-4875,HR,Male,27,29/10/2015,2.66,11,11966.94,10,,,,,,
E-4876,HR,Male,28,27/02/2011,4.66,6,14230.7,14.7,,,,,,
E-4877,IT,Female,48,09/04/2025,4.44,10,13368.75,0.6,,,,,,
E-4878,Finance,Female,38,26/07/2015,2.47,2,12082.5,10.3,,,,,,
E-4879,IT,Male,57,16/06/2025,2.94,0,13917.96,0.4,,,,,,
E-4880,IT,Male,48,14/09/2014,3.21,6,5151.58,11.1,,,,,,
E-4881,Finance,Male,45,20/01/2016,3.64,11,7970.84,9.8,,,,,,
E-4882,Operations,Male,23,08/06/2024,4.29,6,12342.48,1.4,,,,,,
E-4883,Marketing,Female,45,09/12/2012,4.91,6,12516.82,12.9,,,,,,
E-4884,IT,Male,48,02/03/2013,3.26,14,8082.14,12.7,,,,,,
E-4885,Marketing,Male,25,18/11/2011,2.09,4,12850.18,14,,,,,,
E-4886,IT,Male,39,10/07/2011,4.82,10,13348.35,14.3,,,,,,
E-4887,HR,Male,52,15/09/2011,3.28,5,3561.7,14.1,,,,,,
E-4888,Marketing,Female,54,09/04/2013,1.94,0,3199.3,12.6,,,,,,
E-4889,Operations,Female,50,03/04/2011,4.79,12,4601.68,14.6,,,,,,
E-4890,Operations,Male,42,24/11/2017,3.86,11,11851.88,7.9,,,,,,
E-4891,Finance,Male,49,20/04/2025,1.9,10,4978.41,0.5,,,,,,
E-4892,IT,Female,52,29/08/2013,3.54,10,10530,12.2,,,,,,
E-4893,Finance,Female,42,24/12/2013,4.66,5,6212.92,11.9,,,,,,
E-4894,Marketing,Female,60,01/08/2024,3.43,15,7279.67,1.3,,,,,,
E-4895,Marketing,Male,33,17/02/2016,1.55,9,8417.92,9.7,,,,,,
E-4896,HR,Female,37,15/04/2016,4.23,12,10894.57,9.6,,,,,,
E-4897,Finance,Male,23,04/08/2018,2.96,7,14793.98,7.2,,,,,,
E-4898,Marketing,Male,45,11/02/2011,3.22,9,14975.42,14.7,,,,,,
E-4899,IT,Male,50,12/03/2023,2.65,0,10640.88,2.6,,,,,,
E-4900,HR,Male,55,01/11/2013,2.58,6,9645.58,12,,,,,,
E-4901,Operations,Male,30,12/07/2020,4.9,4,7382.18,5.3,,,,,,
E-4902,Marketing,Male,48,30/12/2021,4.35,12,6083.62,3.8,,,,,,
E-4903,IT,Male,59,24/08/2021,4.73,14,4988.77,4.2,,,,,,
E-4904,IT,Male,24,15/09/2016,3.34,4,7435.24,9.1,,,,,,
E-4905,Marketing,Male,40,19/02/2022,4.65,5,8391.58,3.7,,,,,,
E-4906,IT,Male,29,25/01/2024,3.79,3,14513.44,1.8,,,,,,
E-4907,Finance,Female,31,31/08/2014,4.59,12,6067.55,11.2,,,,,,
E-4908,Operations,Male,53,15/04/2021,4.45,2,9467.4,4.6,,,,,,
E-4909,Finance,Female,41,29/01/2023,2.17,9,4351.78,2.8,,,,,,
E-4910,Finance,Male,28,16/01/2023,2,15,8566.29,2.8,,,,,,
E-4911,Sales,Male,50,05/10/2023,4.54,6,5947.53,2.1,,,,,,
E-4912,IT,Female,32,03/11/2015,3.9,7,6455.23,10,,,,,,
E-4913,Finance,Female,29,23/07/2021,3.19,3,9492.52,4.3,,,,,,
E-4914,Operations,Male,40,03/12/2022,4.19,0,5622.04,2.9,,,,,,
E-4915,Operations,Female,39,29/05/2015,2.14,2,10353.31,10.4,,,,,,
E-4916,Operations,Male,44,17/09/2013,3.78,5,10655.18,12.1,,,,,,
E-4917,Marketing,Female,31,27/12/2013,2.76,2,5445.62,11.9,,,,,,
E-4918,Operations,Male,30,19/05/2024,4.53,5,12201.63,1.5,,,,,,
E-4919,Finance,Male,38,11/11/2016,4.33,7,10966.27,9,,,,,,
E-4920,Operations,Female,22,14/12/2013,2.98,0,7249.84,11.9,,,,,,
E-4921,HR,Male,60,11/12/2016,1.77,14,14153.45,8.9,,,,,,
E-4922,Sales,Female,42,23/10/2025,4.63,12,11046.61,0,,,,,,
E-4923,Operations,Male,41,06/06/2016,3.34,14,10879.51,9.4,,,,,,
E-4924,IT,Male,22,26/02/2022,4.4,14,12938.03,3.7,,,,,,
E-4925,HR,Female,58,04/06/2025,2.03,14,11555.84,0.4,,,,,,
E-4926,IT,Male,59,18/12/2014,1.94,1,12376.66,10.9,,,,,,
E-4927,IT,Female,39,29/09/2018,2.09,3,6953.52,7.1,,,,,,
E-4928,Operations,Female,25,03/03/2024,4.73,13,9447.33,1.7,,,,,,
E-4929,Marketing,Male,39,13/10/2014,4.1,1,8637.88,11.1,,,,,,
E-4930,Marketing,Female,49,09/04/2011,3.73,7,11059.13,14.6,,,,,,
E-4931,HR,Male,36,07/04/2017,3.36,6,3871.24,8.6,,,,,,
E-4932,Operations,Male,38,01/01/2021,3.21,13,14141.42,4.8,,,,,,
E-4933,Operations,Male,34,21/03/2014,3.35,13,12166.88,11.6,,,,,,
E-4934,Marketing,Male,58,24/02/2010,1.56,6,11363.49,15.7,,,,,,
E-4935,Marketing,Male,24,09/02/2023,3.33,12,3636.2,2.7,,,,,,
E-4936,Sales,Female,25,14/09/2022,4.72,2,11088.32,3.1,,,,,,
E-4937,Marketing,Female,55,09/03/2018,3.38,13,12959.16,7.7,,,,,,
E-4938,Finance,Male,54,19/05/2020,1.96,2,10916.21,5.5,,,,,,
E-4939,Operations,Male,48,18/03/2024,1.89,8,5426.11,1.6,,,,,,
E-4940,Finance,Male,57,20/05/2011,4.32,0,11039.44,14.5,,,,,,
E-4941,Sales,Male,60,23/09/2021,3.68,7,7468.87,4.1,,,,,,
E-4942,Finance,Female,32,05/09/2018,3.05,12,3679.31,7.2,,,,,,
E-4943,HR,Male,55,16/04/2025,2.22,3,7132.55,0.5,,,,,,
E-4944,Marketing,Female,28,19/10/2016,4.83,14,13433.61,9,,,,,,
E-4945,HR,Male,38,09/12/2021,2,10,14780.73,3.9,,,,,,
